uf,municipio,codigo_tse,eleitores_2026,bolsonaro_1t,bolsonaro_2t,lula_1t,lula_2t,ciro_tebet_1t,ganho_bolsonaro,ganho_lula,ganho_liquido_direita,bolsonaro_2t_pct
PI,PARNAÍBA,11533,118066,26362,30185,55488,57757,5767,3823,2269,1554,34.324
MG,ITUIUTABA,46833,77675,21868,25687,31282,32408,3060,3819,1126,2693,44.216
PR,CIANORTE,75051,58559,29090,32866,11573,12498,2853,3776,925,2851,72.45
PE,CABO DE SANTO AGOSTINHO,23574,171662,36821,40592,85327,86617,5292,3771,1290,2481,31.91
PE,CAMARAGIBE,26298,127008,39415,43186,54184,55964,4826,3771,1780,1991,43.556
SP,ASSIS,61794,69962,30077,33844,18650,20387,4015,3767,1737,2030,62.407
SC,NAVEGANTES,82210,66516,28116,31871,12865,13590,2630,3755,725,3030,70.106
SP,ITANHAÉM,65439,85246,27950,31700,24162,25948,4807,3750,1786,1964,54.989
RS,ESTEIO,86517,65942,22403,26136,24275,25148,4217,3733,873,2860,50.963
MG,NOVA SERRANA,49034,67436,31098,34819,12729,13328,2228,3721,599,3122,72.318
PR,FRANCISCO BELTRÃO,75655,66963,25704,29417,24595,25034,3106,3713,439,3274,54.025
MG,ALFENAS,40312,61135,23542,27225,18009,19004,2822,3683,995,2688,58.892
MA,SÃO JOSÉ DE RIBAMAR,8893,131211,28838,32509,56572,57935,5771,3671,1363,2308,35.944
SP,MAIRIPORÃ,66710,65854,25893,29538,17784,19164,4260,3645,1380,2265,60.65
ES,GUARAPARI,56472,101612,42727,46347,23500,24381,4641,3620,881,2739,65.529
SP,CRUZEIRO,63690,56302,22497,26115,16148,17778,4378,3618,1630,1988,59.497
SP,AVARÉ,61891,64508,27165,30775,16186,17644,3904,3610,1458,2152,63.56
MG,CARATINGA,42676,60550,22135,25737,20758,21977,2470,3602,1219,2383,53.94
MG,MANHUAÇU,47872,62176,22500,26099,19359,20470,2388,3599,1111,2488,56.044
SC,INDAIAL,81477,50979,26471,30063,7505,8038,2197,3592,533,3059,78.903
GO,PLANALTINA,95958,66628,20670,24240,21130,22757,3280,3570,1627,1943,51.578
SC,BIGUAÇU,80454,57765,23929,27499,13322,14197,3094,3570,875,2695,65.951
SC,CAÇADOR,80578,53365,20720,24290,16019,16465,2613,3570,446,3124,59.6
SP,EMBU-GUAÇU,64033,53805,15845,19410,18458,20079,4141,3565,1621,1944,49.153
RS,SAPIRANGA,88994,61332,28177,31721,18216,18034,2577,3544,-182,3726,63.754
SC,RIO DO SUL,82910,51185,27746,31258,8987,9602,2172,3512,615,2897,76.5
SP,ITAPIRA,65536,53426,24638,28124,12168,13633,3447,3486,1465,2021,67.352
MG,CURVELO,44172,61454,17903,21381,22169,23339,2958,3478,1170,2308,47.811
SP,PIRASSUNUNGA,68870,55359,26513,29979,11455,13061,3792,3466,1606,1860,69.654
MG,MURIAÉ,48771,79022,28731,32191,27340,28680,3039,3460,1340,2120,52.884
MT,SORRISO,98930,76210,35904,39360,13457,13584,1450,3456,127,3329,74.343
SP,CAMPO LIMPO PAULISTA,62936,59511,22936,26382,17546,18977,4067,3446,1431,2015,58.163
PB,SANTA RITA,21750,103426,28520,31965,43433,44195,4390,3445,762,2683,41.971
BA,TEIXEIRA DE FREITAS,39934,104699,35936,39360,38327,39937,3671,3424,1610,1814,49.636
RS,IJUÍ,87050,63934,26764,30188,21022,21301,3152,3424,279,3145,58.63
MG,SÃO SEBASTIÃO DO PARAÍSO,52930,51233,17215,20627,14851,16216,3421,3412,1365,2047,55.986
PR,IRATI,76074,45757,19046,22388,13475,14365,3125,3342,890,2452,60.915
MG,PEDRO LEOPOLDO,49859,49147,17728,21063,15871,17093,3224,3335,1222,2113,55.202
PA,MARITUBA,4642,91027,27552,30886,34111,36067,5677,3334,1956,1378,46.131
RS,VENÂNCIO AIRES,89559,53374,23960,27288,15558,15514,2793,3328,-44,3372,63.754
SC,GASPAR,81175,51631,26248,29558,9515,9881,2149,3310,366,2944,74.946
RO,CACOAL,94,70168,34681,37980,11986,12437,2683,3299,451,2848,75.332
RS,SANTO ÂNGELO,88536,59098,21770,25061,20466,20776,3157,3291,310,2981,54.674
SC,CAMBORIÚ,80616,62404,28923,32194,11497,12185,2222,3271,688,2583,72.543
PR,TELÊMACO BORBA,79154,52023,21166,24430,15669,16271,3037,3264,602,2662,60.023
RS,VACARIA,89532,47481,21489,24745,11185,11338,2333,3256,153,3103,68.578
RS,CARAZINHO,85910,45784,19026,22264,14472,14582,2718,3238,110,3128,60.424
MG,BOM DESPACHO,41475,39182,16382,19599,9411,9809,2186,3217,398,2819,66.645
GO,CALDAS NOVAS,92894,68303,27595,30802,16159,17152,2941,3207,993,2214,64.232
SP,UBATUBA,72095,78188,30761,33967,18491,19763,3606,3206,1272,1934,63.218
RS,CAMPO BOM,85774,52046,25137,28341,12978,13361,2894,3204,383,2821,67.961
SC,CANOINHAS,80730,42761,19840,23038,9278,9995,2852,3198,717,2481,69.742
MA,TIMON,9377,124673,21167,24352,66012,69460,5180,3185,3448,-263,25.958
ES,SÃO MATEUS,56979,92420,27473,30656,32554,33018,3756,3183,464,2719,48.145
SP,AMPARO,61379,53837,24948,28122,11910,13354,3415,3174,1444,1730,67.803
MG,PARACATU,49395,68446,25202,28345,20380,21379,2749,3143,999,2144,57.005
MG,ESMERALDAS,44814,57093,15575,18715,20127,21117,2621,3140,990,2150,46.985
MG,LAGOA SANTA,47511,55019,20728,23835,13752,14906,3082,3107,1154,1953,61.524
PR,ROLÂNDIA,78255,49585,24463,27558,10116,10797,2301,3095,681,2414,71.85
BA,SIMÕES FILHO,39136,90172,15715,18806,46408,48657,3802,3091,2249,842,27.876
MA,BALSAS,7277,71384,21123,24202,25262,26012,2283,3079,750,2329,48.198
PA,ALTAMIRA,4111,87018,36642,39713,23403,23852,3073,3071,449,2622,62.476
SP,FERNANDÓPOLIS,64114,50341,21512,24566,13603,14631,2660,3054,1028,2026,62.673
GO,GOIANÉSIA,93718,59506,22123,25164,17030,18339,2548,3041,1309,1732,57.844
SP,BEBEDOURO,62219,56464,26879,29911,12224,13525,3028,3032,1301,1731,68.862
RS,SANT ANA DO LIVRAMENTO,88455,0,18225,21249,28430,28753,3484,3024,323,2701,42.496
MG,TRÊS PONTAS,53872,45396,13923,16946,17261,18312,2714,3023,1051,1972,48.063
SC,MAFRA,81990,42487,22472,25493,7915,8603,2274,3021,688,2333,74.768
SP,JABOTICABAL,65870,51062,22218,25232,12713,14085,3528,3014,1372,1642,64.176
SP,MOCOCA,67113,49225,20952,23963,11594,13005,3078,3011,1411,1600,64.821
SC,ARARANGUÁ,80276,55170,25630,28631,11852,12522,2525,3001,670,2331,69.572
BA,LUÍS EDUARDO MAGALHÃES,30007,81318,28942,31918,22196,22542,2114,2976,346,2630,58.608
PA,BARCARENA,4251,102873,23416,26380,46430,48262,5542,2964,1832,1132,35.342
RJ,SAQUAREMA,59099,92291,32668,35630,17521,19094,3169,2962,1573,1389,65.109
RO,ARIQUEMES,78,72770,36941,39901,10539,10513,2304,2960,-26,2986,79.147
PE,VITÓRIA DE SANTO ANTÃO,26271,103932,30453,33410,45849,47793,3472,2957,1944,1013,41.144
RN,SÃO GONÇALO DO AMARANTE,18376,77694,21368,24301,33841,35473,3114,2933,1632,1301,40.655
MS,PONTA PORÃ,91316,70104,28616,31547,18761,18781,3191,2931,20,2911,62.683
RJ,JAPERI,58149,76716,29752,32666,22887,23369,2942,2914,482,2432,58.296
RS,CANGUÇU,85871,43609,16365,19270,13250,13636,3099,2905,386,2519,58.561
CE,MARANGUAPE,14559,83707,19594,22496,41819,43391,4000,2902,1572,1330,34.143
BA,PORTO SEGURO,38075,115335,30988,33883,42783,44418,3682,2895,1635,1260,43.273
MG,TIMÓTEO,53732,59801,24760,27644,17562,18436,2470,2884,874,2010,59.991
PR,IBIPORÃ,75914,40048,18186,21060,8870,9635,2464,2874,765,2109,68.611
RJ,BARRA DO PIRAÍ,58050,69437,23125,25999,24596,26016,3762,2874,1420,1454,49.984
SP,LENÇÓIS PAULISTA,66370,50842,26103,28970,9201,9974,2807,2867,773,2094,74.389
RS,ALEGRETE,85073,56003,16548,19414,21062,21787,3429,2866,725,2141,47.12
SP,LINS,66435,53917,26867,29727,10737,11660,2739,2860,923,1937,71.827
PA,ABAETETUBA,4014,123935,22267,25118,70766,72313,4827,2851,1547,1304,25.78
RO,VILHENA,132,71772,34872,37718,10784,10994,2408,2846,210,2636,77.431
MG,ITABIRITO,46370,45038,12009,14833,16176,17931,3485,2824,1755,1069,45.272
PB,BAYEUX,19372,74490,25160,27977,30224,30905,3474,2817,681,2136,47.514
SC,ITAPEMA,81639,60173,27073,29868,8987,9269,1778,2795,282,2513,76.317
SP,PERUÍBE,68535,60030,21196,23989,15997,17466,3614,2793,1469,1324,57.868
MA,AÇAILÂNDIA,9610,78158,28942,31734,26316,27046,2696,2792,730,2062,53.988
RS,CAMAQUÃ,85693,49832,19983,22770,15349,15626,2708,2787,277,2510,59.303
AP,SANTANA,6157,86042,32615,35397,28840,27693,6101,2782,-1147,3929,56.106
SP,SÃO SEBASTIÃO,71153,68216,21950,24723,22764,23934,3881,2773,1170,1603,50.811
MG,VIÇOSA,54275,61912,12600,15366,29535,31871,3056,2766,2336,430,32.53
PA,REDENÇÃO,5673,62471,30037,32790,14587,14569,2121,2753,-18,2771,69.237
SP,CAMPOS DO JORDÃO,62952,38191,14814,17558,9402,10493,2863,2744,1091,1653,62.593
RS,SANTA ROSA,88471,58133,28139,30871,15136,14897,2678,2732,-239,2971,67.451
CE,EUSÉBIO,13226,59979,15728,18458,21790,22957,3173,2730,1167,1563,44.568
RJ,ITAPERUNA,58432,76210,34039,36755,18208,19567,3093,2716,1359,1357,65.259
PR,UNIÃO DA VITÓRIA,79375,40733,16584,19295,11229,11854,2289,2711,625,2086,61.944
MG,CAMPO BELO,42234,39415,14632,17341,11575,12335,1888,2709,760,1949,58.434
CE,ITAPIPOCA,14290,103250,14531,17238,57530,59133,5269,2707,1603,1104,22.571
SP,BATATAIS,62170,42336,15844,18531,13185,14217,2926,2687,1032,1655,56.587
RJ,TRÊS RIOS,59196,62587,19910,22574,23726,25440,3196,2664,1714,950,47.015
TO,GURUPI,93858,61417,24008,26670,17963,18334,2721,2662,371,2291,59.261
ES,ARACRUZ,56111,75170,28032,30692,22094,22919,2849,2660,825,1835,57.249
RJ,SÃO PEDRO DA ALDEIA,59030,75083,34986,37646,13718,14548,2948,2660,830,1830,72.127
CE,TIANGUÁ,15695,59736,13548,16204,27322,29355,3379,2656,2033,623,35.567
GO,NOVO GAMA,93327,58677,19081,21719,16787,17817,2584,2638,1030,1608,54.935
SP,JAGUARIÚNA,65951,45265,18943,21568,10736,11811,3295,2625,1075,1550,64.615
SC,IÇARA,81370,43885,22188,24810,8385,8689,1757,2622,304,2318,74.062
SC,VIDEIRA,83798,39283,19310,21928,8191,8501,1610,2618,310,2308,72.063
SP,MIRASSOL,67075,43741,20478,23095,9989,10875,2504,2617,886,1731,67.986
RS,LAJEADO,87297,64303,29372,31987,16705,16271,3273,2615,-434,3049,66.283
BA,EUNÁPOLIS,30058,83635,25685,28290,31206,32559,3281,2605,1353,1252,46.492
SP,VARGEM GRANDE PAULISTA,72737,43034,14077,16659,13049,14203,3392,2582,1154,1428,53.979
MG,SANTA RITA DO SAPUCAÍ,51918,31774,13558,16127,7278,8102,2216,2569,824,1745,66.561
SP,MAIRINQUE,66699,38509,13674,16238,12044,13058,2988,2564,1014,1550,55.427
SP,PORTO FERREIRA,69159,40029,18330,20890,8680,9797,2775,2560,1117,1443,68.074
GO,INHUMAS,93955,40905,14636,17182,13094,13964,2419,2546,870,1676,55.166
MG,OURO PRETO,49212,64459,12345,14872,32572,34587,3447,2527,2015,512,30.069
RJ,VALENÇA,59218,56967,15066,17591,22058,23661,3009,2525,1603,922,42.643
RS,MONTENEGRO,87491,47618,18928,21452,14071,14445,3078,2524,374,2150,59.76
SP,PIEDADE,68578,42040,16967,19474,10123,11265,2674,2507,1142,1365,63.353
GO,CIDADE OCIDENTAL,93025,49785,16181,18679,15150,15999,2514,2498,849,1649,53.864
MT,CÁCERES,90476,62368,21725,24217,21730,22686,2506,2492,956,1536,51.632
MT,ALTA FLORESTA,89877,43292,19745,22236,8557,9059,1332,2491,502,1989,71.053
PA,PARAGOMINAS,5096,76557,29708,32193,22360,22155,2888,2485,-205,2690,59.235
RJ,SEROPÉDICA,58424,61065,25064,27546,16026,16840,2654,2482,814,1668,62.06
SP,ITUPEVA,65811,48444,19034,21512,11532,12525,2911,2478,993,1485,63.202
MG,LAGOA DA PRATA,47430,37464,14777,17251,10022,10699,1737,2474,677,1797,61.721
CE,HORIZONTE,13188,62826,14302,16774,28683,30336,3434,2472,1653,819,35.606
SP,MONTE ALTO,67270,36101,16803,19274,7611,8387,2266,2471,776,1695,69.679
PR,LAPA,76570,36509,14813,17280,11103,11946,2211,2467,843,1624,59.125
RS,CAPÃO DA CANOA,89150,46173,18040,20498,10977,11303,2091,2458,326,2132,64.457
SC,RIO NEGRINHO,82953,31787,16324,18782,5752,6003,1595,2458,251,2207,75.78
GO,SANTO ANTÔNIO DO DESCOBERTO,96776,46750,16431,18879,13526,14232,2459,2448,706,1742,57.017
SP,ANDRADINA,61417,42582,18800,21248,11518,12281,2322,2448,763,1685,63.372
MG,FRUTAL,45411,42401,15115,17561,12801,13705,1480,2446,904,1542,56.166
SP,BOITUVA,62391,47695,20006,22432,10448,11424,2498,2426,976,1450,66.257
SP,SÃO JOSÉ DO RIO PARDO,70955,39280,16813,19222,9972,10897,2463,2409,925,1484,63.82
SC,TIMBÓ,83577,35896,20348,22756,4453,4883,1571,2408,430,1978,82.333
SP,MONTE MOR,67377,47364,16563,18971,14720,15598,2414,2408,878,1530,54.879
SP,NOVA ODESSA,67695,47456,20467,22857,12583,13728,2810,2390,1145,1245,62.476
RS,TAQUARA,89273,41617,19323,21697,10573,10648,1971,2374,75,2299,67.08
MA,PAÇO DO LUMIAR,8494,90453,19684,22057,37374,38537,4262,2373,1163,1210,36.401
SC,IMBITUBA,81434,42261,14914,17277,11545,12178,2090,2363,633,1730,58.656
SP,TUPÃ,72010,47381,23255,25604,9722,10708,2445,2349,986,1363,70.511
MT,LUCAS DO RIO VERDE,90603,54943,25571,27919,9278,9377,1192,2348,99,2249,74.858
SP,SANTA ISABEL,70378,41754,17120,19461,11398,12195,2804,2341,797,1544,61.476
RS,SÃO LOURENÇO DO SUL,88790,35169,12720,15058,11979,12150,2285,2338,171,2167,55.344
MT,PRIMAVERA DO LESTE,98892,57263,27127,29462,9203,9483,1379,2335,280,2055,75.65
SC,SÃO MIGUEL DO OESTE,83399,32110,14264,16594,8221,8598,1720,2330,377,1953,65.87
RS,OSÓRIO,87734,37275,12300,14629,13015,13612,2590,2329,597,1732,51.801
PR,CORNÉLIO PROCÓPIO,75256,35179,15591,17918,9379,10023,2015,2327,644,1683,64.128
SP,PENÁPOLIS,68470,43857,20175,22499,10996,11804,2096,2324,808,1516,65.589
MG,OLIVEIRA,49115,33579,10656,12969,11995,12804,2140,2313,809,1504,50.32
MG,ARCOS,40835,33605,11953,14258,10064,10765,2007,2305,701,1604,56.98
PR,PRUDENTÓPOLIS,77917,39094,20602,22904,7493,8309,1849,2302,816,1486,73.38
MT,BARRA DO GARÇAS,90352,47317,18492,20791,12688,13371,1684,2299,683,1616,60.86
CE,PACATUBA,14958,57716,13697,15994,26037,27327,3092,2297,1290,1007,36.92
MG,BOA ESPERANÇA,41416,32537,10598,12893,10777,11029,1447,2295,252,2043,53.896
MG,CONGONHAS,43591,43933,13048,15340,16486,18137,2934,2292,1651,641,45.823
BA,CAMPO FORMOSO,34193,58185,10017,12308,30654,30504,1861,2291,-150,2441,28.749
MA,CAXIAS,7579,113428,16986,19276,61772,65194,4144,2290,3422,-1132,22.82
PR,CAMPINA GRANDE DO SUL,74772,35517,14279,16566,9482,9930,1735,2287,448,1839,62.523
CE,AQUIRAZ,13196,69614,15296,17580,31902,33374,3366,2284,1472,812,34.502
GO,MINEIROS,94595,51835,18653,20936,14154,14649,2007,2283,495,1788,58.834
PR,SÃO MATEUS DO SUL,78875,34081,12345,14627,11977,12605,2037,2282,628,1654,53.713
MG,CAETÉ,41998,34382,9555,11825,12904,14026,2634,2270,1122,1148,45.743
PE,ABREU E LIMA,26310,79490,24746,27008,37691,38412,2763,2262,721,1541,41.284
RS,CRUZ ALTA,86193,45886,16946,19195,16234,16354,2246,2249,120,2129,53.996
ES,VIANA,57010,54416,19780,22027,17599,17910,2565,2247,311,1936,55.154
MG,EXTREMA,45012,43760,13154,15399,11200,12071,1902,2245,871,1374,56.058
PE,IGARASSU,24350,89979,21690,23927,43924,44577,2650,2237,653,1584,34.928
RS,ESTÂNCIA VELHA,86495,37269,18687,20924,8077,8427,1889,2237,350,1887,71.289
SP,CAPIVARI,63096,37632,17898,20135,8548,9323,2244,2237,775,1462,68.352
RS,CANELA,85855,35054,14708,16937,8140,8480,2039,2229,340,1889,66.637
CE,PACAJUS,14931,54521,13144,15370,25491,27190,3481,2226,1699,527,36.114
BA,GUANAMBI,35335,67713,15837,18060,33200,34354,2059,2223,1154,1069,34.456
RS,PAROBÉ,98256,39042,17795,20009,11353,11312,1819,2214,-41,2255,63.884
MG,GUAXUPÉ,45730,39402,12288,14500,13672,14800,1954,2212,1128,1084,49.488
PA,BRAGANÇA,4332,95143,22673,24883,40248,41378,5578,2210,1130,1080,37.553
SP,ITARARÉ,65650,33824,13921,16112,8638,9264,2155,2191,626,1565,63.493
PE,SÃO LOURENÇO DA MATA,25739,83729,21834,24022,38450,39778,2816,2188,1328,860,37.652
MG,JANAÚBA,47015,55529,15529,17712,21150,22182,1819,2183,1032,1151,44.398
PE,GRAVATÁ,24279,67957,16885,19063,31678,33033,2103,2178,1355,823,36.592
CE,QUIXADÁ,15270,61724,14601,16776,29780,30241,2570,2175,461,1714,35.681
MG,BRUMADINHO,41793,35434,10520,12689,11438,12280,2180,2169,842,1327,50.819
GO,GOIANIRA,93750,47618,14620,16788,12818,13554,2072,2168,736,1432,55.329
RS,SÃO BORJA,88633,46787,13618,15784,19385,19523,2139,2166,138,2028,44.705
SP,MONGAGUÁ,67237,50648,15084,17243,15100,16171,2897,2159,1071,1088,51.604
RO,ROLIM DE MOURA,299,41213,19711,21868,7538,7669,1479,2157,131,2026,74.036
RS,SANTO ANTÔNIO DA PATRULHA,88552,33726,12494,14651,10837,10963,1976,2157,126,2031,57.199
MG,MONTE CARMELO,48615,35771,11325,13471,13695,14435,1431,2146,740,1406,48.273
SC,SÃO FRANCISCO DO SUL,83194,42756,18475,20615,8388,8921,1762,2140,533,1607,69.796
GO,SANTA HELENA DE GOIÁS,95818,30191,10269,12407,10275,10718,1516,2138,443,1695,53.652
MS,CORUMBÁ,90638,67794,22949,25082,24073,24552,3846,2133,479,1654,50.534
CE,RUSSAS,15377,58689,11174,13306,31463,32874,3288,2132,1411,721,28.813
SP,PORTO FELIZ,69132,41199,19160,21288,9112,10005,2345,2128,893,1235,68.028
BA,SANTO ANTÔNIO DE JESUS,38733,78082,16632,18754,38286,40001,2661,2122,1715,407,31.919
RS,SÃO GABRIEL,88692,44062,13846,15954,16637,16921,2287,2108,284,1824,48.529
MG,MATOZINHOS,48216,30146,9629,11720,10803,11329,1830,2091,526,1565,50.848
SP,OLÍMPIA,67792,41985,18600,20690,10360,11020,1989,2090,660,1430,65.248
RS,MARAU,87378,31705,16024,18107,7679,7845,1633,2083,166,1917,69.771
SC,GUARAMIRIM,81272,33660,17467,19548,6147,6362,1223,2081,215,1866,75.446
SC,CURITIBANOS,80934,31429,12482,14559,8864,9085,1344,2077,221,1856,61.576
SP,JALES,65978,36152,17315,19385,8221,9037,1991,2070,816,1254,68.204
GO,MORRINHOS,94730,37220,13719,15783,11111,11632,1663,2064,521,1543,57.571
RS,PANAMBI,87815,32275,16366,18425,7730,7749,1500,2059,19,2040,70.394
MG,CATAGUASES,43052,52215,13514,15572,23298,24425,2364,2058,1127,931,38.933
SC,LAGUNA,81850,36497,14785,16836,10201,10609,1961,2051,408,1643,61.345
RS,TRAMANDAÍ,89354,39180,12879,14928,11047,11456,2171,2049,409,1640,56.58
PE,GARANHUNS,24198,99649,17690,19731,54269,55436,2932,2041,1167,874,26.25
MG,ANDRADAS,40517,30194,13251,15286,7204,7746,1454,2035,542,1493,66.369
CE,CRATO,13854,96278,10330,12363,63197,66182,4088,2033,2985,-952,15.74
MG,PIRAPORA,50237,42033,14622,16654,12602,13515,1836,2032,913,1119,55.202
PB,PATOS,21172,67995,15475,17506,33579,34464,3137,2031,885,1146,33.685
SP,COSMÓPOLIS,63576,44621,17726,19757,13507,14272,2129,2031,765,1266,58.059
PA,SANTA ISABEL DO PARÁ,5290,0,15362,17392,19464,20526,3123,2030,1062,968,45.867
MG,CLÁUDIO,43311,22860,9597,11623,5357,5781,1454,2026,424,1602,66.783
SP,PEDREIRA,68438,33407,16529,18555,6751,7263,1855,2026,512,1514,71.868
SC,XANXERÊ,83836,34951,15701,17718,10919,11189,1408,2017,270,1747,61.293
SP,LOUVEIRA,66478,39293,16703,18720,9798,10656,2394,2017,858,1159,63.725
PR,MANDAGUARI,76775,27697,12588,14604,7055,7498,1503,2016,443,1573,66.075
SC,TIJUCAS,83550,36959,15575,17585,6693,6940,1399,2010,247,1763,71.702
PA,TUCURUÍ,5614,73240,20907,22909,29837,29792,3113,2002,-45,2047,43.47
CE,ARACATI,13218,57513,11451,13449,30215,31631,3085,1998,1416,582,29.834
PE,SANTA CRUZ DO CAPIBARIBE,25496,66215,24637,26632,23517,24462,2506,1995,945,1050,52.124
SP,RIO GRANDE DA SERRA,69833,33756,9689,11684,13757,14599,2449,1995,842,1153,44.455
PR,MEDIANEIRA,77011,37562,18589,20583,9159,9327,1329,1994,168,1826,68.816
SP,TAQUARITINGA,71757,38678,15526,17518,10672,11472,1971,1992,800,1192,60.428
PR,MARIALVA,76872,30202,13810,15799,6796,7348,1639,1989,552,1437,68.255
PA,CAMETÁ,4413,106310,17289,19273,61121,60945,4093,1984,-176,2160,24.026
SP,IBITINGA,64939,41340,19051,21029,10565,11458,1939,1978,893,1085,64.731
SP,CERQUILHO,63312,36047,17471,19447,6860,7508,2009,1976,648,1328,72.146
SP,CAPÃO BONITO,63053,34360,13973,15942,9426,10127,2196,1969,701,1268,61.153
RS,TORRES,89338,33383,12306,14267,8732,9196,1866,1961,464,1497,60.806
SP,CABREÚVA,62693,36457,14732,16677,9527,9973,1812,1945,446,1499,62.578
SP,ARTUR NOGUEIRA,61751,38571,17037,18979,10138,10932,1942,1942,794,1148,63.452
MG,MARIANA,47996,52495,9949,11885,25076,26911,2567,1936,1835,101,30.635
MG,OURO FINO,49190,25481,10885,12819,5688,6138,1406,1934,450,1484,67.621
PR,PAIÇANDU,77313,30399,11036,12968,8949,9501,1667,1932,552,1380,57.715
AL,RIO LARGO,28533,68140,20242,22173,24603,24037,3177,1931,-566,2497,47.983
MG,SÃO LOURENÇO,52736,34937,14575,16504,8708,9528,1876,1929,820,1109,63.399
PR,RIO NEGRO,78239,24197,12132,14050,4680,5069,1411,1918,389,1529,73.487
RJ,RIO BONITO,58858,45471,20773,22691,11329,12124,2318,1918,795,1123,65.176
RS,SANTIAGO,88510,40105,14566,16482,13177,13480,1988,1916,303,1613,55.01
SP,BERTIOGA,61280,53049,17678,19594,14137,15004,2517,1916,867,1049,56.633
CE,CASCAVEL,13692,60538,12728,14643,29681,31901,3246,1915,2220,-305,31.461
RJ,CACHOEIRAS DE MACACU,58157,46789,19018,20933,12743,13330,1820,1915,587,1328,61.095
RS,CARLOS BARBOSA,85936,23722,12563,14478,4679,4931,1688,1915,252,1663,74.594
MG,IGARAPÉ,46019,35029,10839,12752,10933,11642,1696,1913,709,1204,52.275
BA,CONCEIÇÃO DO COITÉ,34673,54698,13460,15364,26448,26911,1606,1904,463,1441,36.343
SC,CAMPOS NOVOS,80691,26952,11886,13785,6824,6977,1268,1899,153,1746,66.395
RS,GRAMADO,86819,34880,17266,19160,6015,6444,1732,1894,429,1465,74.832
PB,CABEDELO,19658,54151,16630,18523,19453,20106,2641,1893,653,1240,47.951
SE,LAGARTO,31690,82402,15951,17841,41333,43336,3185,1890,2003,-113,29.163
RO,JARU,159,41309,20725,22611,6846,6813,1327,1886,-33,1919,76.845
SP,VARGEM GRANDE DO SUL,72311,30462,13351,15236,7324,7931,1859,1885,607,1278,65.766
RN,CEARÁ-MIRIM,16519,60339,10602,12481,31891,32726,2163,1879,835,1044,27.609
SP,SÃO JOAQUIM DA BARRA,70890,35889,13007,14884,11969,12959,2063,1877,990,887,53.457
SC,FRAIBURGO,81078,26307,11876,13748,7322,7517,1134,1872,195,1677,64.651
RS,DOIS IRMÃOS,86258,24809,11837,13698,6534,6706,1400,1861,172,1689,67.134
SP,SOCORRO,71439,30525,15442,17292,5230,5979,1749,1850,749,1101,74.307
